sampleID,phenotype,file_name,G1_amplitude,G1_sigma,G2_amplitude,G2_sigma,G3_amplitude,G3_sigma,Baysian Information Criterion,Total dip depth,Intercept,Total dip area (AOC combined model),region-set,is control,Dip area: z-score vs controls in same region set,Dip area: Prediction interval of controls,Dip area: interpretation vs controls in same region set,Dip depth: z-score vs controls in same region set,Dip depth: Prediction interval of controls,Dip depth: interpretation vs controls in same region set,ref_genome,settings
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-29.93370894,149,-121.7866735,757,-240.8371161,6078.002262,-778.399028,0.160136413,0.007091636,-398.127186,hematopoietic_specific_liquorice_hg38,lung_cancer,0.89,(-677.0049045169608;-280.73400851054373),n.s.,0.46,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-26.22731307,149,-93.19373425,758,-202.9549986,6078.996476,-819.1349841,0.13259062,0.00522584,-327.1363463,hematopoietic_specific_liquorice_hg38,lung_cancer,1.68,(-677.0049045169608;-280.73400851054373),n.s.,-0.26,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-31.44749678,149,-165.9751532,758,-396.2786052,6078.000028,-811.5523596,0.197564388,0.011687474,-599.7413145,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.34,(-677.0049045169608;-280.73400851054373),n.s.,1.43,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-36.6828493,149,-103.233083,758,-235.0503137,6078.000002,-791.4929864,0.167977581,0.006364021,-381.4287002,hematopoietic_specific_liquorice_hg38,lung_cancer,1.08,(-677.0049045169608;-280.73400851054373),n.s.,0.66,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-24.14008212,149,-69.27874622,758,-285.6930132,6078.013729,-780.9406704,0.119848281,0.007037529,-383.2334693,hematopoietic_specific_liquorice_hg38,lung_cancer,1.06,(-677.0049045169608;-280.73400851054373),n.s.,-0.59,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-14.22588846,149,-89.8399306,757,-56.33548361,6078.015497,-838.0275221,0.089133043,0.00104864,-163.4073193,hematopoietic_specific_liquorice_hg38,lung_cancer,3.49,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-1.39,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-19.55637709,149,-170.3871746,758,-264.2445811,6078.02228,-827.5163823,0.159382023,0.008135094,-458.5431893,hematopoietic_specific_liquorice_hg38,lung_cancer,0.23,(-677.0049045169608;-280.73400851054373),n.s.,0.44,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-18.42165453,149,-78.46381152,758,-211.8592856,6078.000002,-766.31742,0.104525385,0.005072947,-312.1324323,hematopoietic_specific_liquorice_hg38,lung_cancer,1.85,(-677.0049045169608;-280.73400851054373),n.s.,-0.99,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-10.35892538,149,-147.8108274,758,-193.2670478,6078.016476,-766.6814633,0.118215299,0.006138693,-354.2151796,hematopoietic_specific_liquorice_hg38,lung_cancer,1.38,(-677.0049045169608;-280.73400851054373),n.s.,-0.63,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-1.626278741,149,-44.66145922,758,-134.3046852,6078.013448,-901.2726712,0.036675388,0.002667252,-181.11226,hematopoietic_specific_liquorice_hg38,lung_cancer,3.3,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-2.75,(0.05810908254921153;0.22674770204183847),Significantly weaker coverage drop,30memhg38,FalseDI1230XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-12.82585755,149,-80.58863703,758,-169.2097495,6078.067417,-751.9094443,0.087861633,0.003991652,-265.1980714,hematopoietic_specific_liquorice_hg38,lung_cancer,2.37,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-1.42,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-16.0421419,149,-81.86015057,758,-109.2859889,6078.08293,-726.9498727,0.093209135,0.002736854,-210.3453229,hematopoietic_specific_liquorice_hg38,lung_cancer,2.97,(-677.0049045169608;-280.73400851054373),Significantly weaker coverage drop,-1.28,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-10.27277826,150,-57.60764209,758,-275.519386,6078.004221,-742.3234324,0.075725346,0.00652513,-345.2369448,hematopoietic_specific_liquorice_hg38,lung_cancer,1.48,(-677.0049045169608;-280.73400851054373),n.s.,-1.74,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-17.66275346,150,-88.12596689,758,-344.8372251,6078.000012,-746.7325846,0.115991744,0.008630751,-453.8252982,hematopoietic_specific_liquorice_hg38,lung_cancer,0.28,(-677.0049045169608;-280.73400851054373),n.s.,-0.69,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.59880376,150,-71.75744311,757,-411.5103164,6078.02546,-700.9750446,0.127590457,0.009976297,-510.7741826,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.35,(-677.0049045169608;-280.73400851054373),n.s.,-0.39,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0028_01_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.34960161,149,-88.61786295,758,-250.5395114,6078.999833,-775.8806695,0.125600114,0.006129315,-366.720311,hematopoietic_specific_liquorice_hg38,lung_cancer,1.24,(-677.0049045169608;-280.73400851054373),n.s.,-0.44,(0.05810908254921153;0.22674770204183847),n.s.,30memhg38,FalseDI1230XA
LP0029_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-32.73151715,149,-117.4134988,758,-396.0147024,6078.024959,-733.9232374,0.175426438,0.010470709,-551.9549091,hematopoietic_specific_liquorice_hg38,healthy_control,-0.81,(-677.0049045169608;-280.73400851054373),N/A,0.86,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0029_04_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-28.07327395,149,-91.64098431,758,-295.619631,6078.038368,-704.024129,0.142800189,0.007458908,-420.2691238,hematopoietic_specific_liquorice_hg38,healthy_control,0.65,(-677.0049045169608;-280.73400851054373),N/A,0.01,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0029_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-32.33666398,149,-136.7463925,758,-218.3743211,6078.028324,-753.3570992,0.172884551,0.00635877,-393.5630586,hematopoietic_specific_liquorice_hg38,healthy_control,0.94,(-677.0049045169608;-280.73400851054373),N/A,0.79,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0029_06_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-27.87972327,149,-105.5298182,757.0000001,-411.4148798,6078.999993,-700.4612547,0.157261298,0.010771297,-549.7330884,hematopoietic_specific_liquorice_hg38,healthy_control,-0.78,(-677.0049045169608;-280.73400851054373),N/A,0.39,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0030_03_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-23.32926066,149.0000003,-107.2999728,758,-273.6926077,6078.010681,-847.4543273,0.136900591,0.007078193,-408.679137,hematopoietic_specific_liquorice_hg38,healthy_control,0.78,(-677.0049045169608;-280.73400851054373),N/A,-0.14,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0030_05_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI1230XA/summary_across_samples_and_ROIS.csv,-19.42088607,149,-174.2442645,758,-411.1992817,6078.060567,-800.0602278,0.170694747,0.011729871,-609.0726689,hematopoietic_specific_liquorice_hg38,healthy_control,-1.44,(-677.0049045169608;-280.73400851054373),N/A,0.74,(0.05810908254921153;0.22674770204183847),N/A,30memhg38,FalseDI1230XA
LP0025_01_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-27.69536444,149,-126.1509,758,-408.2631765,6078.002515,-855.0662499,0.167344939,0.010835012,-567.1795844,hematopoietic_specific_liquorice_hg38,healthy_control,-1.02,(-669.3603194170521;-288.5828089541338),N/A,0.64,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_02_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,16.26607408,150,-89.67345671,757.9999999,-485.4066559,6078.037763,-794.6950673,0.035794944,0.011623089,-556.5607966,hematopoietic_specific_liquorice_hg38,healthy_control,-0.89,(-669.3603194170521;-288.5828089541338),N/A,-2.75,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_03_L003,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-26.68947432,149,-121.619659,757.9999999,-380.5269595,6078.012327,-710.8932461,0.160446306,0.01000729,-533.7366873,hematopoietic_specific_liquorice_hg38,healthy_control,-0.63,(-669.3603194170521;-288.5828089541338),N/A,0.47,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_04_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.59785834,149,-99.59559423,758,-297.7741675,6078.000093,-834.5520442,0.116403287,0.007370132,-417.16889,hematopoietic_specific_liquorice_hg38,healthy_control,0.71,(-669.3603194170521;-288.5828089541338),N/A,-0.67,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-4.282707966,149,-76.7489039,758,-393.6186926,6078.000011,-664.5992754,0.077696438,0.009587365,-475.599304,hematopoietic_specific_liquorice_hg38,lung_cancer,0.04,(-669.3603194170521;-288.5828089541338),n.s.,-1.67,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_06_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.27646184,149.0004796,-102.9555602,757.9867489,-186.9790296,6078.032485,-754.6608182,0.11003961,0.004901928,-309.5141048,hematopoietic_specific_liquorice_hg38,lung_cancer,1.95,(-669.3603194170521;-288.5828089541338),n.s.,-0.84,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_07_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-21.66405058,149,-99.28221778,758,-248.9517802,6078.003333,-826.1217335,0.126598339,0.00630295,-373.9467289,hematopoietic_specific_liquorice_hg38,healthy_control,1.21,(-669.3603194170521;-288.5828089541338),N/A,-0.41,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_08_L004,healthy_control,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-28.10029102,149,-95.72789161,758,-242.159071,6078.019199,-785.7552646,0.141514578,0.005984428,-371.022941,hematopoietic_specific_liquorice_hg38,healthy_control,1.24,(-669.3603194170521;-288.5828089541338),N/A,-0.02,(0.05742537813949114;0.22735744738612143),N/A,30memhg38,FalseDI26830XA
LP0025_10_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-12.88217301,149.0006873,10.50810726,758,-42.34406367,6078.016049,-830.1944662,0.031740231,-9.61E-04,-46.60111142,hematopoietic_specific_liquorice_hg38,lung_cancer,4.98,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-2.86,(0.05742537813949114;0.22735744738612143),Significantly weaker coverage drop,30memhg38,FalseDI26830XA
LP0025_11_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-33.26109617,149,-78.79490399,757.9999994,-201.6773547,6078.99181,-783.5237649,0.143761257,0.004588637,-319.4687746,hematopoietic_specific_liquorice_hg38,lung_cancer,1.84,(-669.3603194170521;-288.5828089541338),n.s.,0.04,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_12_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-30.34137723,149.0000008,-121.3621013,757,-240.0633444,6078,-777.4799789,0.160953397,0.00717631,-397.3975537,hematopoietic_specific_liquorice_hg38,lung_cancer,0.94,(-669.3603194170521;-288.5828089541338),n.s.,0.48,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_15_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-26.57855559,149,-93.36154914,758,-202.568654,6078.996796,-819.2144722,0.133594027,0.005150117,-327.3262719,hematopoietic_specific_liquorice_hg38,lung_cancer,1.75,(-669.3603194170521;-288.5828089541338),n.s.,-0.23,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_17_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-31.09479626,149,-165.3955333,758,-401.7694167,6078,-814.1534541,0.196675386,0.011654522,-604.2329813,hematopoietic_specific_liquorice_hg38,lung_cancer,-1.44,(-669.3603194170521;-288.5828089541338),n.s.,1.4,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_21_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-36.61918205,149,-101.5723332,758,-239.7105129,6078.000001,-790.7510595,0.167238929,0.006589058,-384.3340738,hematopoietic_specific_liquorice_hg38,lung_cancer,1.09,(-669.3603194170521;-288.5828089541338),n.s.,0.64,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0025_24_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-24.38588048,149,-68.29513207,758,-288.8136759,6078.018072,-780.8610387,0.12019353,0.006951639,-385.6424986,hematopoietic_specific_liquorice_hg38,lung_cancer,1.08,(-669.3603194170521;-288.5828089541338),n.s.,-0.57,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_05_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-14.04636212,149,-93.53287427,757,-48.89367673,6078.031008,-835.7865603,0.0901101,8.35E-04,-159.4929734,hematopoietic_specific_liquorice_hg38,lung_cancer,3.68,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.35,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_07_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-18.30433848,149,-173.9427885,758,-262.7998194,6078.054732,-825.8799573,0.157806163,0.008338653,-459.2393812,hematopoietic_specific_liquorice_hg38,lung_cancer,0.23,(-669.3603194170521;-288.5828089541338),n.s.,0.4,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_08_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-18.62491749,149,-78.21378319,758,-208.9002319,6078.000466,-766.2157318,0.104743797,0.00502792,-309.159522,hematopoietic_specific_liquorice_hg38,lung_cancer,1.96,(-669.3603194170521;-288.5828089541338),n.s.,-0.97,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_22_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.59719522,149,-147.6637231,758,-191.1544778,6078.015146,-766.6173681,0.118637176,0.006310723,-352.2322109,hematopoietic_specific_liquorice_hg38,lung_cancer,1.46,(-669.3603194170521;-288.5828089541338),n.s.,-0.61,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_26_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-0.984164582,149,-44.33237917,758,-130.7399255,6078.014045,-901.0695697,0.034548971,0.002489384,-176.4761889,hematopoietic_specific_liquorice_hg38,lung_cancer,3.48,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-2.78,(0.05742537813949114;0.22735744738612143),Significantly weaker coverage drop,30memhg38,FalseDI26830XA
LP0026_38_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-13.59101915,149,-77.45348073,758,-182.6816146,6078.034279,-751.5656873,0.089144575,0.004321899,-276.3766761,hematopoietic_specific_liquorice_hg38,lung_cancer,2.33,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.37,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0026_42_L004,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-16.36348123,149,-82.4097778,758,-110.3092161,6078.118832,-725.1601682,0.094425902,0.002785521,-212.293988,hematopoietic_specific_liquorice_hg38,lung_cancer,3.07,(-669.3603194170521;-288.5828089541338),Significantly weaker coverage drop,-1.24,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0027_26_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-10.12708884,150,-58.39446694,758,-259.4789708,6078.023,-742.1278881,0.074699083,0.005952221,-329.8396571,hematopoietic_specific_liquorice_hg38,lung_cancer,1.72,(-669.3603194170521;-288.5828089541338),n.s.,-1.75,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0027_35_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-17.72225718,150,-89.6008019,758,-350.0347211,6078.003342,-745.2228921,0.117267356,0.008895071,-460.5743327,hematopoietic_specific_liquorice_hg38,lung_cancer,0.21,(-669.3603194170521;-288.5828089541338),n.s.,-0.65,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
LP0027_39_L003,lung_cancer,/Users/ivna/00_projects/AACR/LIQUORICE/30memhg38/FalseDI26830XA/summary_across_samples_and_ROIS.csv,-23.38645859,150,-72.23604138,757,-419.6405098,6078.012487,-699.8169792,0.127811623,0.010189347,-519.1329066,hematopoietic_specific_liquorice_hg38,lung_cancer,-0.46,(-669.3603194170521;-288.5828089541338),n.s.,-0.38,(0.05742537813949114;0.22735744738612143),n.s.,30memhg38,FalseDI26830XA
